Incident,Call Date,Call Time,Location,Nature,Disposition,Report Number,District
2022343473,11/26/22,18:57:32,BELLERIVE DR/COLLEGE PKWY,122C05 - MISC : INJURED SICK SUBJECT,X - NO REPORT,,3D2
2022343245,11/26/22,14:26:02, WRIGHT AVE,122C05 - MISC : INJURED SICK SUBJECT,X - NO REPORT,,3D1
2022343144,11/26/22,11:59:02,220TH ST,122C07 - MISC : OVERDOSE,X - NO REPORT,,3A2
2022342962,11/26/22,8:33:27,CENTRAL AVE W,122C07 - MISC : OVERDOSE,X - NO REPORT,,4B1
2022342958,11/26/22,8:26:31,FURNACE BRANCH RD E,122C05 - MISC : INJURED SICK SUBJECT,X - NO REPORT,,2C2
2022342907,11/26/22,6:29:42,PHILLIP DR,122C05 - MISC : INJURED SICK SUBJECT,X - NO REPORT,,2D1
2022342890,11/26/22,4:24:48,FORT SMALLWOOD RD,122C05 - MISC : INJURED SICK SUBJECT,X - NO REPORT,,3A1
2022342886,11/26/22,4:07:04,GATEWATER CT,122C07 - MISC : OVERDOSE,R - WITH REPORT,2022-742139,2C2
2022342810,11/26/22,1:32:00,OAKWOOD STATION RD,122C07 - MISC : OVERDOSE,X - NO REPORT,,2D2
2022342745,11/25/22,23:45:19,VINTAGE DR,122C05 - MISC : INJURED SICK SUBJECT,R - WITH REPORT,2022-742126,4B1
2022342667,11/25/22,21:55:55,BROOKWOOD RD,122C05 - MISC : INJURED SICK SUBJECT,X - NO REPORT,,3C2
2022342582,11/25/22,19:54:14,LINDEN LN NW,122C07 - MISC : OVERDOSE,R - WITH REPORT,2022-742101,2C1
2022342555,11/25/22,19:21:55,RITCHIE HWY,122C05 - MISC : INJURED SICK SUBJECT,X - NO REPORT,,2B3
2022342466,11/25/22,17:19:11,BALTIMORE ANNAPOLIS BLVD,122C05 - MISC : INJURED SICK SUBJECT,X - NO REPORT,,2B3
2022342416,11/25/22,16:34:46,COLONY RD,122C05 - MISC : INJURED SICK SUBJECT,00 - VOID INCIDENT ENTRY 3,,3A3
2022342374,11/25/22,15:55:28,CENTRAL AVE W,122C05 - MISC : INJURED SICK SUBJECT,X - NO REPORT,,4B1
2022342335,11/25/22,15:14:29,TOWNSEND AVE,122C07 - MISC : OVERDOSE,R - WITH REPORT,2022-742072,2A1
2022342307,11/25/22,14:30:53,SB SOLOMONS ISL ONR NB FOREST/FOREST DR,122C05 - MISC : INJURED SICK SUBJECT,X - NO REPORT,,4A2
2022342302,11/25/22,14:16:51,JOHN ST,122C07 - MISC : OVERDOSE,X - NO REPORT,,2C1
2022342284,11/25/22,13:45:47,CHALK POINT RD,122C05 - MISC : INJURED SICK SUBJECT,X - NO REPORT,,4C2
2022342121,11/25/22,10:27:28,ALLEY 50/BELLE GROVE RD,122C05 - MISC : INJURED SICK SUBJECT,X - NO REPORT,,2A3
2022342075,11/25/22,9:21:59,OLD MILL BLVD/CHALET DR,122C05 - MISC : INJURED SICK SUBJECT,X - NO REPORT,,3B3
2022342023,11/25/22,8:06:10,STEPNEYS LN,122C05 - MISC : INJURED SICK SUBJECT,X - NO REPORT,,4B3
2022342011,11/25/22,7:15:16,GEORGIA AVE NE,122C07 - MISC : OVERDOSE,R - WITH REPORT,2022-742020,2C1
2022342009,11/25/22,7:08:10,RUSSETT GRN E,122C05 - MISC : INJURED SICK SUBJECT,X - NO REPORT,,5A2
2022341972,11/25/22,4:37:44,RIEDEL RD,122C07 - MISC : OVERDOSE,X - NO REPORT,,5D2
2022341950,11/25/22,2:15:24,FITZALLEN RD/AMBERLY RD,122C05 - MISC : INJURED SICK SUBJECT,R - WITH REPORT,2022-742011,2D2
2022341816,11/24/22,20:41:48,MAYTIME DR,122C05 - MISC : INJURED SICK SUBJECT,X - NO REPORT,,5C3
2022341802,11/24/22,20:09:46,BRADDOCK DR,122C05 - MISC : INJURED SICK SUBJECT,X - NO REPORT,,5D1
2022341800,11/24/22,20:03:57,BRADDOCK DR,122C05 - MISC : INJURED SICK SUBJECT,00 - VOID INCIDENT ENTRY 3,,5D1
2022341797,11/24/22,19:50:56,GEORGE HOWARD WAY,122C05 - MISC : INJURED SICK SUBJECT,00 - VOID INCIDENT ENTRY 3,,4B1
2022341796,11/24/22,19:50:05,GEORGE HOWARD WAY,122C05 - MISC : INJURED SICK SUBJECT,X - NO REPORT,,4B1
2022341724,11/24/22,17:04:17,RITCHIE HWY,122C05 - MISC : INJURED SICK SUBJECT,X - NO REPORT,,2A2
2022341667,11/24/22,14:23:07,BELLE GROVE RD,122C05 - MISC : INJURED SICK SUBJECT,X - NO REPORT,,2A3
2022341497,11/24/22,5:26:05,GLENWOOD ST,122C05 - MISC : INJURED SICK SUBJECT,00 - VOID INCIDENT ENTRY 3,,APD
2022341460,11/24/22,3:08:48,GENERALS HWY/CORBIN PKWY,122C05 - MISC : INJURED SICK SUBJECT,X - NO REPORT,,4A1
2022341419,11/24/22,1:44:51,HEARNE RD,122C05 - MISC : INJURED SICK SUBJECT,X - NO REPORT,,4A2
2022341409,11/24/22,1:26:04,NURSERY RD,122C05 - MISC : INJURED SICK SUBJECT,R - WITH REPORT,2022-741930,2B2
2022341314,11/23/22,23:24:52,MARLEY NECK BLVD/TANYARD SPRINGS LN,122C05 - MISC : INJURED SICK SUBJECT,X - NO REPORT,,2D3
2022341305,11/23/22,23:19:12,EASTHAM CT,122C05 - MISC : INJURED SICK SUBJECT,X - NO REPORT,,5D2
2022341286,11/23/22,22:38:43,BROOKS TERRACE RD,122C05 - MISC : INJURED SICK SUBJECT,X - NO REPORT,,2A2
2022341280,11/23/22,22:29:06,TOWNE CENTRE BLVD,122C07 - MISC : OVERDOSE,X - NO REPORT,,4A2
2022341227,11/23/22,20:59:03,PIPERS DL/WENDE WAY,122C07 - MISC : OVERDOSE,X - NO REPORT,2022-741916,3B2
2022341134,11/23/22,19:08:54,"ARUNDEL MILLS CIR, C1",122C05 - MISC : INJURED SICK SUBJECT,X - NO REPORT,,5.00E+01
2022340854,11/23/22,14:56:15,EB US50/SOLOMONS ISLAND RD,122C05 - MISC : INJURED SICK SUBJECT,X - NO REPORT,,4A1
2022340794,11/23/22,13:29:00,RITCHIE HWY,122C07 - MISC : OVERDOSE,R - WITH REPORT,2022-741859,2B3
2022340706,11/23/22,11:41:22,RITCHIE HWY,122C05 - MISC : INJURED SICK SUBJECT,X - NO REPORT,,3C1
2022340642,11/23/22,10:28:02,4TH ST,122C07 - MISC : OVERDOSE,R - WITH REPORT,2022-741824,2A1
2022340603,11/23/22,9:57:21,SEPTEMBER DR,122C07 - MISC : OVERDOSE,R - WITH REPORT,2022-741819,5C3
2022340215,11/22/22,22:27:26,SOUTHBRIDGE DR,122C07 - MISC : OVERDOSE,R - WITH REPORT,2022-741778,2D3
2022340206,11/22/22,22:04:33,HAZELWOOD RD,122C05 - MISC : INJURED SICK SUBJECT,X - NO REPORT,,4B2
2022340204,11/22/22,22:03:02,SUNNYFIELD LN,122C05 - MISC : INJURED SICK SUBJECT,X - NO REPORT,,2B2
2022340106,11/22/22,19:50:38,SUNNY RIDGE DR,122C05 - MISC : INJURED SICK SUBJECT,00 - VOID INCIDENT ENTRY 3,,5D1
2022339817,11/22/22,14:27:47,ELKRIDGE DR,122C05 - MISC : INJURED SICK SUBJECT,X - NO REPORT,,4B3
2022339797,11/22/22,14:00:05,BRUCE AVE,122C05 - MISC : INJURED SICK SUBJECT,R - WITH REPORT,2022-741718,5C3
2022339739,11/22/22,12:58:26,CHESAPEAKE CENTER DR,122C05 - MISC : INJURED SICK SUBJECT,00 - VOID INCIDENT ENTRY 3,,2C2
2022339738,11/22/22,12:57:52,CHESAPEAKE CENTER DR,122C05 - MISC : INJURED SICK SUBJECT,X - NO REPORT,,2C2
2022339283,11/22/22,2:38:07,FIDDLERS HILL RD,122C05 - MISC : INJURED SICK SUBJECT,X - NO REPORT,,4B2
2022339195,11/21/22,23:56:27,LEXINGTON DR,122C07 - MISC : OVERDOSE,R - WITH REPORT,2022-741654,5C2
2022339173,11/21/22,23:15:01,RITCHIE HWY,122C05 - MISC : INJURED SICK SUBJECT,X - NO REPORT,,2A2
2022339109,11/21/22,21:08:22,WOODHILL DR,122C07 - MISC : OVERDOSE,R - WITH REPORT,2022-741643,2D1
2022338946,11/21/22,16:48:21,FORT SMALLWOOD RD,122C05 - MISC : INJURED SICK SUBJECT,X - NO REPORT,,3A1
2022338682,11/21/22,11:24:44,CHRISTMAS LN,122C07 - MISC : OVERDOSE,R - WITH REPORT,2022-741565,5C3
2022338440,11/21/22,7:39:55,BROOKVIEW AVE/PASADENA RD,122C05 - MISC : INJURED SICK SUBJECT,X - NO REPORT,,3C2
2022338410,11/21/22,6:30:24,CARRONADE WAY/CATHEAD DR,122C07 - MISC : OVERDOSE,R - WITH REPORT,2022-741528,3D3
2022338281,11/21/22,1:31:04,RITCHIE HWY,122C07 - MISC : OVERDOSE,R - WITH REPORT,2022-741520,2A1
2022338106,11/20/22,20:53:02,QUEENS PARK RD,122C07 - MISC : OVERDOSE,X - NO REPORT,,3A2
2022337769,11/20/22,12:08:15,Washington Blvd,122C05 - MISC : INJURED SICK SUBJECT,X - NO REPORT,,BCO
2022337663,11/20/22,9:34:58,"MEADE VILLAGE CIR, 388",122C07 - MISC : OVERDOSE,X - NO REPORT,2022-741445,5B2
2022337632,11/20/22,8:44:06,COUNTRY GROVE LN/MAGOTHY BRIDGE RD,122C05 - MISC : INJURED SICK SUBJECT,X - NO REPORT,,3C1
2022337510,11/20/22,2:27:39,HARDMOORE CT,122C07 - MISC : OVERDOSE,X - NO REPORT,,3B2
2022337250,11/19/22,20:54:40,MARTINS GRANT CT,122C05 - MISC : INJURED SICK SUBJECT,X - NO REPORT,,5D2
2022336870,11/19/22,12:59:40,CHURCH ST,122C05 - MISC : INJURED SICK SUBJECT,R - WITH REPORT,2022-741373,2A1
2022336817,11/19/22,11:29:30,CRAIN HWY N/DAVIDSONVILLE RD,122C05 - MISC : INJURED SICK SUBJECT,X - NO REPORT,,5D1
2022336725,11/19/22,9:08:26,FURNACE BRANCH RD W/RITCHIE ST,122C05 - MISC : INJURED SICK SUBJECT,X - NO REPORT,,2B2
2022336704,11/19/22,8:20:04,ELVATON RD/RAINBOW CT,122C05 - MISC : INJURED SICK SUBJECT,X - NO REPORT,,3B2
2022336653,11/19/22,5:07:19,THOMAS POINT RD/ARUNDEL ON THE BAY RD,122C05 - MISC : INJURED SICK SUBJECT,R - WITH REPORT,2022-741346,4A3
2022336561,11/19/22,1:54:27,"S MAIN CHAPEL WAY, 104",122C05 - MISC : INJURED SICK SUBJECT,X - NO REPORT,,5D1
2022336555,11/19/22,1:38:54,SEWELL FARM DR/RIDGE CHAPEL RD,122C05 - MISC : INJURED SICK SUBJECT,X - NO REPORT,,5A3
2022336540,11/19/22,1:14:29,MOUNTAIN RD,122C05 - MISC : INJURED SICK SUBJECT,X - NO REPORT,,3C1
2022336517,11/19/22,0:36:05,RIDGE VIEW CT,122C05 - MISC : INJURED SICK SUBJECT,X - NO REPORT,,3D1
2022336415,11/18/22,21:57:07,LAUREL FORT MEADE RD,122C05 - MISC : INJURED SICK SUBJECT,X - NO REPORT,,5A2
2022336395,11/18/22,21:23:16,ARUNDEL MILLS CIR,122C07 - MISC : OVERDOSE,X - NO REPORT,,5.00E+01
2022336370,11/18/22,20:48:47,KRAMER CT/CRAINMONT DR,122C05 - MISC : INJURED SICK SUBJECT,X - NO REPORT,,3B1
2022336304,11/18/22,19:12:14,DELMAR AVE,122C05 - MISC : INJURED SICK SUBJECT,X - NO REPORT,,2D1
2022336290,11/18/22,18:59:08,TALL CEDARS LN/BLUE WATER BLVD,122C05 - MISC : INJURED SICK SUBJECT,X - NO REPORT,,5B1
2022336133,11/18/22,16:48:46,LESLIE WAY,122C05 - MISC : INJURED SICK SUBJECT,X - NO REPORT,,5A1
2022335912,11/18/22,13:31:16,PENINSULA FARM RD,122C05 - MISC : INJURED SICK SUBJECT,X - NO REPORT,,3D1
2022335910,11/18/22,13:30:55,OLD SOLOMONS ISLAND RD/FOREST DR,122C05 - MISC : INJURED SICK SUBJECT,X - NO REPORT,,APD
2022335692,11/18/22,10:24:35,CENTRAL AVE W,122C05 - MISC : INJURED SICK SUBJECT,00 - VOID INCIDENT ENTRY 3,,4B1
2022335634,11/18/22,9:27:52,BOATWRIGHT DR/REDCLIFF CT,122C05 - MISC : INJURED SICK SUBJECT,X - NO REPORT,,2D3
2022335414,11/18/22,6:36:37,MAPLE AVE/CEDAR WINDS FARM LN,122C05 - MISC : INJURED SICK SUBJECT,00 - VOID INCIDENT ENTRY 3,,5A3
2022334984,11/17/22,18:18:51,TWIN OAKS DR,122C05 - MISC : INJURED SICK SUBJECT,X - NO REPORT,,4B3
2022334828,11/17/22,15:48:10,WOODHILL DR,122C05 - MISC : INJURED SICK SUBJECT,X - NO REPORT,,2D1
2022334763,11/17/22,14:56:07,SHADYSIDE DR/OAKWOOD RD,122C07 - MISC : OVERDOSE,X - NO REPORT,,4B3
2022334613,11/17/22,12:53:56,HAMMONDS LN,122C05 - MISC : INJURED SICK SUBJECT,X - NO REPORT,,2A3
2022334569,11/17/22,12:15:35,CRAIN HWY N,122C05 - MISC : INJURED SICK SUBJECT,X - NO REPORT,,2C1
2022334521,11/17/22,11:33:46,DAVIS CT,122C05 - MISC : INJURED SICK SUBJECT,R - WITH REPORT,2022-741139,2D3
2022333562,11/16/22,14:35:21,ANDOVER RD,122C05 - MISC : INJURED SICK SUBJECT,X - NO REPORT,,2B1
2022333522,11/16/22,14:16:06,SAINT STEPHENS CHURCH RD,122C05 - MISC : INJURED SICK SUBJECT,X - NO REPORT,,5D2
2022333452,11/16/22,13:21:03,1ST AVE E,122C05 - MISC : INJURED SICK SUBJECT,X - NO REPORT,,2B3
2022333133,11/16/22,9:02:41,PLEASANTVILLE DR,122C05 - MISC : INJURED SICK SUBJECT,X - NO REPORT,,2B3
2022332932,11/16/22,6:50:20,PHILLIP DR,122C05 - MISC : INJURED SICK SUBJECT,X - NO REPORT,,2D1
2022332698,11/15/22,23:06:29,OLD CROWN DR,122C07 - MISC : OVERDOSE,R - WITH REPORT,2022-740918,3A2
2022332648,11/15/22,20:38:23,ROSCOE ROWE BLVD/BESTGATE RD,122C05 - MISC : INJURED SICK SUBJECT,X - NO REPORT,,4A1
2022332632,11/15/22,20:01:42,KINGSLEY CT,122C05 - MISC : INJURED SICK SUBJECT,00 - VOID INCIDENT ENTRY 3,,3A2
2022332619,11/15/22,19:34:21,W NURSERY RD,122C05 - MISC : INJURED SICK SUBJECT,00 - VOID INCIDENT ENTRY 3,,2B1
2022332618,11/15/22,19:32:58,W NURSERY RD,122C05 - MISC : INJURED SICK SUBJECT,X - NO REPORT,,2B1
2022332473,11/15/22,16:03:18,ARUNDEL MILLS CIR,122C07 - MISC : OVERDOSE,R - WITH REPORT,2022-740872,5.00E+02
2022332231,11/15/22,12:22:09,MEADE VILLAGE CIR,122C07 - MISC : OVERDOSE,X - NO REPORT,,5B2
2022332170,11/15/22,11:20:00,BALTIMORE ANNAPOLIS BLVD,122C05 - MISC : INJURED SICK SUBJECT,X - NO REPORT,,2C1
2022331892,11/15/22,7:50:40,RITCHIE HWY,122C07 - MISC : OVERDOSE,X - NO REPORT,,3C1
2022331777,11/15/22,5:48:18,PAVILION PKWY/JENNIFER RD,122C05 - MISC : INJURED SICK SUBJECT,R - WITH REPORT,2022-740789,4A1
2022331691,11/15/22,2:09:14,CRAIN HWY N,122C07 - MISC : OVERDOSE,R - WITH REPORT,2022-740780,5D2
2022331456,11/14/22,19:21:16,RITCHIE HWY,122C05 - MISC : INJURED SICK SUBJECT,X - NO REPORT,,2C1
2022331453,11/14/22,19:14:26,CENTRAL AVE,122C05 - MISC : INJURED SICK SUBJECT,X - NO REPORT,,2D1
2022331081,11/14/22,13:02:46,MARLEY STATION RD,122C05 - MISC : INJURED SICK SUBJECT,X - NO REPORT,,2D3
2022330742,11/14/22,7:54:05,SOMERSET DR,53 - OVERDOSE,R - WITH REPORT,2022-740633,3A4
2022330312,11/13/22,19:46:33,EDISON ST/RITCHIE HWY,53 - OVERDOSE,X - NO REPORT,,2A1
2022329765,11/13/22,7:22:30,PARK HALL SOUTH,53 - OVERDOSE,X - NO REPORT,,5A1
2022329542,11/12/22,23:41:42,BURWOOD AVE,53 - OVERDOSE,R - WITH REPORT,2022-740507,2B3
2022329419,11/12/22,20:55:14,HENSON RD,53 - OVERDOSE,R - WITH REPORT,2022-740488,2D3
2022328485,11/11/22,21:19:37,LYN DALE DR,53 - OVERDOSE,R - WITH REPORT,2022-740361,3A4
2022328310,11/11/22,17:32:07,HAMMARLEE RD,53 - OVERDOSE,R - WITH REPORT,2022-740336,2C2
2022327787,11/11/22,7:44:08,HOSPITAL DR,53 - OVERDOSE,R - WITH REPORT,2022-740259,3B2
2022327418,11/10/22,22:16:40,ALLEY 75/DELL ST,53 - OVERDOSE,X - NO REPORT,,2A1
2022327215,11/10/22,17:38:16,E ORDNANCE RD,53 - OVERDOSE,R - WITH REPORT,2022-740194,2A2
2022327044,11/10/22,14:50:20,MAPLE AVE/SUNLIGHT CIR,53 - OVERDOSE,X - NO REPORT,,2B3
2022327025,11/10/22,14:26:12,BALTIMORE ANNAPOLIS BLVD,53 - OVERDOSE,X - NO REPORT,,2C1
2022326016,11/9/22,18:01:56,ADMIRAL COCHRANE DR,53 - OVERDOSE,R - WITH REPORT,2022-740018,4A2
2022325847,11/9/22,15:27:02,TELEGRAPH RD,53 - OVERDOSE,X - NO REPORT,,5C1
2022325542,11/9/22,11:55:45,N PATUXENT RD,53 - OVERDOSE,R - WITH REPORT,2022-739954,5C3
2022324873,11/8/22,23:01:39,ARUNDEL MILLS CIR,53 - OVERDOSE,X - NO REPORT,,5.00E+02
2022323907,11/8/22,9:27:25,HAMMONDS LN/GROVE RIDGE CT,53 - OVERDOSE,R - WITH REPORT,2022-739785,2B2
2022323172,11/7/22,17:50:47,WOODHILL DR,53 - OVERDOSE,R - WITH REPORT,2022-739717,2D1
2022322038,11/6/22,22:08:01,BRIARWOOD PL,53 - OVERDOSE,R - WITH REPORT,2022-739575,5A3
2022321728,11/6/22,13:29:17,DREXEL DR,53 - OVERDOSE,R - WITH REPORT,2022-739530,3C2
2022321693,11/6/22,12:21:39,FERNDALE RD,53 - OVERDOSE,X - NO REPORT,,2B3
2022321663,11/6/22,11:34:11,SOUTHBRIDGE DR,53 - OVERDOSE,X - NO REPORT,,2D3
2022321059,11/5/22,17:52:40,WOODHILL DR,53 - OVERDOSE,R - WITH REPORT,2022-739418,2D1
2022320842,11/5/22,13:13:00,TEAGUE RD,53 - OVERDOSE,X - NO REPORT,,5.00E+03
2022320012,11/4/22,15:07:57,MAGO VISTA RD/CENTURY VISTA DR,53 - OVERDOSE,X - NO REPORT,,3D1
2022319891,11/4/22,13:11:53,10TH AVE/MORGAN RD,53 - OVERDOSE,R - WITH REPORT,2022-739254,2A3
2022319734,11/4/22,11:43:48,RITCHIE HWY,53 - OVERDOSE,R - WITH REPORT,2022-739236,3C1
2022319686,11/4/22,10:37:52,MOUNT VERNON AVE/PINE AVE,53 - OVERDOSE,X - NO REPORT,,5C2
2022319588,11/4/22,8:46:51,N PATUXENT RD,53 - OVERDOSE,X - NO REPORT,,5C3
2022319464,11/4/22,7:21:00,GEORGIA AVE NE,53 - OVERDOSE,R - WITH REPORT,2022-739209,2C1
2022319398,11/4/22,5:06:44,KNIGHTSBRIDGE TURN,53 - OVERDOSE,X - NO REPORT,,5D1
2022318500,11/3/22,10:08:09,PASSAMAQUODY HBR,53 - OVERDOSE,X - NO REPORT,,3A2
2022318262,11/3/22,6:38:59,ULLSWATER PL,53 - OVERDOSE,R - WITH REPORT,2022-739055,5D1
2022318065,11/2/22,23:06:30,HOME WATER CT,53 - OVERDOSE,X - NO REPORT,,2A2
2022317831,11/2/22,17:04:50,RAPID WATER WAY,53 - OVERDOSE,R - WITH REPORT,2022-738989,2A2
2022317515,11/2/22,12:28:37,RITCHIE HWY,53 - OVERDOSE,X - NO REPORT,,2A1
2022316422,11/1/22,14:06:16,DANA ST,53 - OVERDOSE,R - WITH REPORT,2022-738813,5D1
2022315986,11/1/22,7:20:18,RIVA RD,53 - OVERDOSE,X - NO REPORT,,4A1
2022315918,11/1/22,4:56:16,FAIRHAVEN LN,53 - OVERDOSE,R - WITH REPORT,2022-738746,5D2
2022315795,11/1/22,0:05:52,S MAIN CHAPEL WAY,53 - OVERDOSE,X - NO REPORT,2022-738735,5D1
2022314174,10/30/22,13:43:22,STONEY RUN DR,53 - OVERDOSE,R - WITH REPORT,2022-738531,5A3
2022312501,10/28/22,20:07:13,CAVALIER CIR,53 - OVERDOSE,X - NO REPORT,,5D2
2022312347,10/28/22,16:49:28,CRESSWELL RD,53 - OVERDOSE,R - WITH REPORT,2022-738322,2A2
2022311436,10/28/22,0:47:07,CHRISTIANA CT,53 - OVERDOSE,R - WITH REPORT,2022-738236,5B1
2022310576,10/27/22,10:44:18,JAGUAR DR,53 - OVERDOSE,X - NO REPORT,,4C1
2022310138,10/27/22,1:22:24,FAYWOOD AVE,53 - OVERDOSE,X - NO REPORT,,2D3
2022308879,10/25/22,21:43:06,PAMELA RD,53 - OVERDOSE,X - NO REPORT,,3B1
2022308865,10/25/22,21:15:30,CRAIN HWY S,53 - OVERDOSE,R - WITH REPORT,2022-737883,3B1
2022308357,10/25/22,11:59:27,SCOTTS MANOR CT,53 - OVERDOSE,R - WITH REPORT,2022-737803,5C3
2022307962,10/25/22,5:25:15,CARVER RD,53 - OVERDOSE,R - WITH REPORT,2022-737741,5D2
2022307781,10/24/22,23:30:14,RIVIERA DR,53 - OVERDOSE,R - WITH REPORT,2022-737729,3A1
2022307626,10/24/22,19:08:01,HIGHLAND DR,53 - OVERDOSE,X - NO REPORT,,3B2
2022307170,10/24/22,12:19:09,CLARK RD,53 - OVERDOSE,R - WITH REPORT,2022-737653,5B1
2022306364,10/23/22,15:08:24,A ST SW,53 - OVERDOSE,R - WITH REPORT,2022-737544,2D1
2022306012,10/23/22,5:19:52,MOUNT ZION MARLBORO RD,53 - OVERDOSE,X - NO REPORT,,4C1
2022305953,10/23/22,2:26:31,HARBOUR GATES DR,53 - OVERDOSE,X - NO REPORT,,4A1
2022304594,10/21/22,17:13:58,CIRCLE DR,53 - OVERDOSE,R - WITH REPORT,2022-737351,5D3
2022304516,10/21/22,16:17:04,CRILLEY RD,53 - OVERDOSE,R - WITH REPORT,2022-737337,2D3
2022304477,10/21/22,15:42:43,CAMP MEADE RD N,53 - OVERDOSE,R - WITH REPORT,2022-737329,2B2
2022302237,10/19/22,22:01:35,SEWARD AVE,53 - OVERDOSE,X - NO REPORT,,2A1
2022302003,10/19/22,17:05:50,RED LION WAY,53 - OVERDOSE,00 - VOID INCIDENT ENTRY 3,,3A2
2022301496,10/19/22,9:38:30,ELKRIDGE LANDING RD,53 - OVERDOSE,X - NO REPORT,,2B1
2022301254,10/19/22,4:45:10,BROOKWOOD RD,53 - OVERDOSE,R - WITH REPORT,2022-736941,2A1
2022301059,10/18/22,23:04:58,ELM ST,53 - OVERDOSE,R - WITH REPORT,2022-736931,4C2
2022300784,10/18/22,17:29:46,AMERICANA CIR,53 - OVERDOSE,X - NO REPORT,,2D2
2022300716,10/18/22,16:34:25,POLK CIR,53 - OVERDOSE,X - NO REPORT,,2B3
2022299921,10/17/22,22:49:30,KNIGHTSBRIDGE TURN,53 - OVERDOSE,00 - VOID INCIDENT ENTRY 3,,5D1
2022299754,10/17/22,19:04:18,BELLERIVE DR,53 - OVERDOSE,R - WITH REPORT,2022-736800,3D2
2022299686,10/17/22,17:39:17,LEYMAR RD,53 - OVERDOSE,R - WITH REPORT,2022-736790,2C2
2022298797,10/16/22,22:53:52,SEVERN CHAPEL RD,53 - OVERDOSE,X - NO REPORT,,5D2
2022298115,10/16/22,0:25:13,AVIEW TER,53 - OVERDOSE,R - WITH REPORT,2022-736587,2C2
2022297805,10/15/22,17:10:42,GORDON CT,53 - OVERDOSE,00 - VOID INCIDENT ENTRY 3,,2D3
2022296997,10/14/22,19:50:37,SPRING RACE CT,53 - OVERDOSE,X - NO REPORT,,4A2
2022296531,10/14/22,13:12:30,SIGNALMAN CT,53 - OVERDOSE,X - NO REPORT,,5C3
2022296273,10/14/22,9:03:11,FRANKLIN AVE,53 - OVERDOSE,R - WITH REPORT,2022-736373,5C1
2022295777,10/13/22,18:56:39,TANEY AVE,53 - OVERDOSE,X - NO REPORT,,2A1
2022295508,10/13/22,14:38:55,MOUNT TABOR RD/HUNTVALLEY WAY,53 - OVERDOSE,R - WITH REPORT,2022-736277,5D2
2022295397,10/13/22,12:54:49,CARROLL RD,53 - OVERDOSE,00 - VOID INCIDENT ENTRY 3,,3A1
2022295014,10/13/22,2:39:15,RITCHIE HWY,53 - OVERDOSE,R - WITH REPORT,2022-736201,2A1
2022294765,10/12/22,19:42:10,MEADOWOOD DR,53 - OVERDOSE,X - NO REPORT,,5A2
2022294760,10/12/22,19:36:33,ADMIRAL DR,53 - OVERDOSE,R - WITH REPORT,2022-736175,4A1
2022294750,10/12/22,19:24:41,LAKE SHORE DR,53 - OVERDOSE,R - WITH REPORT,2022-736174,3A4
2022294706,10/12/22,18:31:46,SHIRLEY MURPHY CT,53 - OVERDOSE,R - WITH REPORT,2022-736169,2D3
2022293667,10/11/22,23:51:58,HILLVIEW DR,53 - OVERDOSE,R - WITH REPORT,2022-736041,2B2
2022293573,10/11/22,20:57:08,WILLOW ST,53 - OVERDOSE,X - NO REPORT,,4A1
2022292528,10/10/22,21:40:33,HOLLYWOOD CT,53 - OVERDOSE,R - WITH REPORT,2022-735891,2C2
2022292029,10/10/22,11:33:17,6TH ST/CHURCH ST,53 - OVERDOSE,X - NO REPORT,,2A1
2022291582,10/9/22,23:47:40,CRAIN HWY S,53 - OVERDOSE,R - WITH REPORT,2022-735777,2D1
2022291403,10/9/22,18:34:46,GEORGIA AVE NE,53 - OVERDOSE,R - WITH REPORT,2022-735757,2C1
2022291363,10/9/22,17:09:12,GLEN MAR RD,53 - OVERDOSE,R - WITH REPORT,2022-735748,3B1
2022290975,10/9/22,7:27:10,BALTIMORE ANNAPOLIS BLVD,53 - OVERDOSE,X - NO REPORT,,2B3
2022290899,10/9/22,2:34:17,GEORGIA AVE NE,53 - OVERDOSE,R - WITH REPORT,2022-735685,2C1
2022290785,10/9/22,0:07:30,BALTIMORE ANNAPOLIS BLVD,53 - OVERDOSE,X - NO REPORT,,3C1
2022290245,10/8/22,12:20:48,KING MALCOLM AVE,53 - OVERDOSE,R - WITH REPORT,2022-735623,5C3
2022290129,10/8/22,9:39:03,MARTHA GREENLEAF DR,53 - OVERDOSE,X - NO REPORT,,5D1
2022289219,10/7/22,11:35:47,RITCHIE HWY,53 - OVERDOSE,R - WITH REPORT,2022-735482,2A3
2022288908,10/7/22,6:39:19,WOMACK DR,53 - OVERDOSE,R - WITH REPORT,2022-735439,4A2
2022288817,10/7/22,2:07:25,DEALE CHURCHTON RD,53 - OVERDOSE,R - WITH REPORT,2022-735433,4C3
2022287315,10/5/22,17:35:45,FOREST DR,53 - OVERDOSE,X - NO REPORT,,4A2
2022286941,10/5/22,11:06:52,POLK CIR,53 - OVERDOSE,X - NO REPORT,,2B3
2022286379,10/4/22,17:48:23,SOLOMONS ISLAND RD,53 - OVERDOSE,X - NO REPORT,,APD
2022286028,10/4/22,11:47:48,BENNINGTON WAY,53 - OVERDOSE,R - WITH REPORT,2022-735085,3A3
2022285520,10/3/22,21:33:54,NEWTOWNE DR,53 - OVERDOSE,00 - VOID INCIDENT ENTRY 3,,APD
2022285509,10/3/22,21:15:57,COMMUNITY PL,53 - OVERDOSE,R - WITH REPORT,2022-735033,5D3
