Incident,Date,Location,County
2022058173,2022-02-28,FAIRHAVEN LN,Anne Arundel
2022057815,2022-02-28,MOUNT ZION MARLBORO RD,Anne Arundel
2022057516,2022-02-28,JAGUAR DR,Anne Arundel
2022057297,2022-02-28,DAVIDSONVILLE RD,Anne Arundel
2022057190,2022-02-27,LEVY CT,Anne Arundel
2022056394,2022-02-26,SILO RIDGE CT,Anne Arundel
2022056242,2022-02-26,BROOKWOOD RD,Anne Arundel
2022055939,2022-02-26,17TH AVE,Anne Arundel
2022055622,2022-02-26,N HARBOR CT,Anne Arundel
2022055556,2022-02-26,SOLOMONS ISLAND RD,Anne Arundel
2022055387,2022-02-25,COKELAND SOUTH,Anne Arundel
2022054778,2022-02-25,WOODLAND RD,Anne Arundel
2022054736,2022-02-25,WATER FOUNTAIN WAY,Anne Arundel
2022054696,2022-02-25,WOODLAND RD,Anne Arundel
2022054394,2022-02-25,FURNACE BRANCH RD,Anne Arundel
2022053475,2022-02-24,KING MALCOLM AVE,Anne Arundel
2022053153,2022-02-23,SOLOMONS ISLAND RD/JORDAN TAYLOR LN,Anne Arundel
2022053090,2022-02-23,CITADEL DR,Anne Arundel
2022051651,2022-02-22,FORT SMALLWOOD RD,Anne Arundel
2022051431,2022-02-22,FOREST DR,Anne Arundel
2022051411,2022-02-22,THELMA AVE,Anne Arundel
2022050735,2022-02-21,WOMACK DR,Anne Arundel
2022050677,2022-02-21,FRANKLIN AVE,Anne Arundel
2022050413,2022-02-21,MONTAGUE CT,Anne Arundel
2022049744,2022-02-20,HOSPITAL DR,Anne Arundel
2022049173,2022-02-20,WINTERSON RD,Anne Arundel
2022049014,2022-02-19,STONE POINT DR,Anne Arundel
2022048596,2022-02-19,3RD ST/HARWOOD ST,Anne Arundel
2022048563,2022-02-19,DEVONSHIRE CT,Anne Arundel
2022048483,2022-02-19,RIVA RD,Anne Arundel
2022047369,2022-02-18,TOWNE CENTRE BLVD,Anne Arundel
2022045810,2022-02-16,HYMAN LN,Anne Arundel
2022045638,2022-02-16,MARGATE DR,Anne Arundel
2022045500,2022-02-16,COL MAR LN,Anne Arundel
2022044331,2022-02-15,CHESAPEAKE CENTER CT,Anne Arundel
2022044178,2022-02-15,COUGAR CIR,Anne Arundel
2022043918,2022-02-15,BRANDERMILL BLVD,Anne Arundel
2022043879,2022-02-15,CAROL AVE,Anne Arundel
2022043855,2022-02-14,BALTIMORE ANNAPOLIS BLVD,Anne Arundel
2022043764,2022-02-14,RITCHIE HWY,Anne Arundel
2022043646,2022-02-14,10TH ST,Anne Arundel
2022043586,2022-02-14,IRONWOOD LN,Anne Arundel
2022043415,2022-02-14,FOREST PLZ,Anne Arundel
2022043327,2022-02-14,HAROLD CT,Anne Arundel
2022043125,2022-02-14,RAYNOR AVE,Anne Arundel
2022042680,2022-02-13,CRESSWELL RD,Anne Arundel
2022042604,2022-02-13,MISSION VALLEY LN,Anne Arundel
2022042554,2022-02-13,MONTICELLO CT,Anne Arundel
2022042552,2022-02-13,WINTERGREEN CT,Anne Arundel
2022042538,2022-02-13,SHADOW CV,Anne Arundel
2022042487,2022-02-13,ENERGY PKWY,Anne Arundel
2022042130,2022-02-13,QUAKER RIDGE CT,Anne Arundel
2022041784,2022-02-12,HOLMESPUN DR,Anne Arundel
2022041758,2022-02-12,CAPE SAINT CLAIRE RD,Anne Arundel
2022041742,2022-02-12,MARY CT,Anne Arundel
2022041394,2022-02-12,CRAIN HWY N/BALTIMORE ANNAPOLIS BLVD,Anne Arundel
2022041382,2022-02-12,UNION CT,Anne Arundel
2022040626,2022-02-11,ADMIRAL DR,Anne Arundel
2022039815,2022-02-10,CREEK SHORE WAY,Anne Arundel
2022039465,2022-02-10,4TH ST/RYAN RD,Anne Arundel
2022038975,2022-02-10,QUARTERFIELD RD,Anne Arundel
2022038881,2022-02-10,MERLOT ST,Anne Arundel
2022038619,2022-02-09,BAYLOR RD,Anne Arundel
2022038390,2022-02-09,MEADOW RD,Anne Arundel
2022038275,2022-02-09,RITCHIE HWY,Anne Arundel
2022037956,2022-02-09,CROMWELL PARK DR,Anne Arundel
2022037497,2022-02-09,SCOTTS CROSSING WAY,Anne Arundel
2022037375,2022-02-08,GALESVILLE RD,Anne Arundel
2022037091,2022-02-08,PINETOP DR,Anne Arundel
2022036972,2022-02-08,NOLCREST RD,Anne Arundel
2022036953,2022-02-08,RITCHIE HWY,Anne Arundel
2022036364,2022-02-08,MARGATE DR,Anne Arundel
2022035122,2022-02-06,RITCHIE HWY,Anne Arundel
2022034904,2022-02-06,W NURSERY RD,Anne Arundel
2022033912,2022-02-05,BUDDING BRANCH RD,Anne Arundel
2022033773,2022-02-05,DORIS AVE,Anne Arundel
2022033648,2022-02-05,RIDGELY AVE,Anne Arundel
2022033183,2022-02-04,ANNAPOLIS RD,Anne Arundel
2022033163,2022-02-04,ARUNDEL RD W,Anne Arundel
2022032842,2022-02-04,SAINT PAULS WAY,Anne Arundel
2022030347,2022-02-02,MAPLE RD W,Anne Arundel
2022030255,2022-02-01,BLACKHORSE TRL,Anne Arundel
2022030220,2022-02-01,KINTOP RD,Anne Arundel
2022029830,2022-02-01,OLD MUDDY CREEK RD,Anne Arundel
2022029521,2022-02-01,RENFRO CT,Anne Arundel
2022029112,2022-01-31,SEXTANT CT,Anne Arundel
2022029045,2022-01-31,PLYMOUTH LN,Anne Arundel
2022028217,2022-01-30,FAYWOOD CT,Anne Arundel
2022027736,2022-01-30,GUY DR,Anne Arundel
2022027406,2022-01-29,NEW COLONY CT,Anne Arundel
2022026906,2022-01-29,VETERANS HWY,Anne Arundel
2022026726,2022-01-28,LOCHEARN CT,Anne Arundel
2022026652,2022-01-28,BROOKWOOD RD,Anne Arundel
2022026249,2022-01-28,WILD CRANBERRY DR,Anne Arundel
2022024979,2022-01-27,STONE POINT DR,Anne Arundel
2022024425,2022-01-26,BEACON POINT DR,Anne Arundel
2022023411,2022-01-25,3RD AVE SE,Anne Arundel
2022023151,2022-01-25,OLD RIVERSIDE RD,Anne Arundel
2022023118,2022-01-25,PARK RD,Anne Arundel
2022022267,2022-01-24,BAY RIDGE RD,Anne Arundel
2022022053,2022-01-24,HUNTOVER DR,Anne Arundel
2022021191,2022-01-23,GOLDEN PINE CIR,Anne Arundel
2022021042,2022-01-23,ANNAPOLIS MALL,Anne Arundel
2022020604,2022-01-23,SHORE ACRES RD,Anne Arundel
2022020362,2022-01-23,LOCUST TREE DR,Anne Arundel
2022020065,2022-01-22,DEFENSE ST,Anne Arundel
2022019929,2022-01-22,HUNTOVER DR,Anne Arundel
2022019193,2022-01-21,TOWER BRIDGE DR,Anne Arundel
2022019182,2022-01-21,BALTIMORE ANNAPOLIS BLVD,Anne Arundel
2022018949,2022-01-21,RITCHIE HWY,Anne Arundel
2022018944,2022-01-21,MATTHEWS AVE,Anne Arundel
2022018670,2022-01-21,"NABBS CREEK RD",Anne Arundel
2022017922,2022-01-20,HAWTHORNE RD,Anne Arundel
2022017902,2022-01-20,HAWTHORNE RD,Anne Arundel
2022017483,2022-01-20,S CHERRY GROVE AVE,Anne Arundel
2022017433,2022-01-20,GLOUCESTER DR,Anne Arundel
2022017171,2022-01-19,RITCHIE HWY,Anne Arundel
2022017130,2022-01-19,RIVA RD,Anne Arundel
2022016986,2022-01-19,MARCS CT,Anne Arundel
2022016386,2022-01-19,RITCHIE HWY,Anne Arundel
2022016250,2022-01-19,MARYLAND RD,Anne Arundel
2022016001,2022-01-18,ANNAPOLIS RD,Anne Arundel
2022015058,2022-01-18,OLD RIVERSIDE RD,Anne Arundel
2022014397,2022-01-17,STIEMLY AVE,Anne Arundel
2022014301,2022-01-17,HARDMOORE CT,Anne Arundel
2022014144,2022-01-16,BRIMSTONE PL,Anne Arundel
2022013421,2022-01-15,CRILLEY RD,Anne Arundel
2022013408,2022-01-15,HOLLY RD,Anne Arundel
2022012821,2022-01-15,1ST AVE S,Anne Arundel
2022012075,2022-01-14,CROSS CHASE DR,Anne Arundel
2022011691,2022-01-14,HOSPITAL DR,Anne Arundel
2022011576,2022-01-14,HADFIELD CT,Anne Arundel
2022011256,2022-01-13,MANSION RD,Anne Arundel
2022010793,2022-01-13,HICKORY WOOD DR,Anne Arundel
2022010107,2022-01-12,CHESTNUT RD,Anne Arundel
2022009694,2022-01-12,MEADE VILLAGE CIR,Anne Arundel
2022008920,2022-01-11,RITCHIE HWY,Anne Arundel
2022007904,2022-01-10,COMMUNITY PL,Anne Arundel
2022007895,2022-01-10,RITCHIE HWY,Anne Arundel
2022007881,2022-01-10,HOUSE OF CORRECTION RD,Anne Arundel
2022007679,2022-01-10,DICUS MILL RD,Anne Arundel
2022007493,2022-01-10,ALLARD CT,Anne Arundel
2022007451,2022-01-10,RITCHIE HWY/SEWARD AVE,Anne Arundel
2022006423,2022-01-08,BAR HARBOR RD,Anne Arundel
2022006375,2022-01-08,BALTIMORE ANNAPOLIS BLVD,Anne Arundel
2022006329,2022-01-08,MAIN CREEK RD,Anne Arundel
2022006246,2022-01-08,CHARLOTTE DR,Anne Arundel
2022006009,2022-01-08,SEVERN RD,Anne Arundel
2022005809,2022-01-08,GROVE PARK RD,Anne Arundel
2022005512,2022-01-07,RITCHIE HWY,Anne Arundel
2022005009,2022-01-06,ABNEY LN,Anne Arundel
2022004792,2022-01-06,BRIARWOOD PL,Anne Arundel
2022004459,2022-01-06,THOMAS RD,Anne Arundel
2022004338,2022-01-06,TAR COVE RD,Anne Arundel
2022003915,2022-01-05,BROOKWOOD RD,Anne Arundel
2022003551,2022-01-05,RITCHIE HWY,Anne Arundel
2022003523,2022-01-05,GEORGE CLAUSS BLVD,Anne Arundel
2022002924,2022-01-04,RITCHIE HWY,Anne Arundel
2022002860,2022-01-04,MAYER AVE,Anne Arundel
2022002810,2022-01-04,LAUREN DR,Anne Arundel
2022002548,2022-01-04,COACHWAY,Anne Arundel
2022002360,2022-01-04,SEWARD AVE,Anne Arundel
2022002119,2022-01-03,SUMMER WIND WAY,Anne Arundel
2022002056,2022-01-03,NOLPARK CT,Anne Arundel
2022000875,2022-01-02,CHESAPEAKE CENTER DR,Anne Arundel
2022000616,2022-01-02,BELLE GROVE RD,Anne Arundel
2022000519,2022-01-01,POPLAR LN,Anne Arundel
2022000285,2022-01-01,BENFIELD RD,Anne Arundel
